Temperature_C_mean,Temperature_C_std,Temperature_C_min,Temperature_C_max,Temperature_C_slope,Temperature_C_range,RPM_mean,RPM_std,RPM_min,RPM_max,RPM_slope,RPM_range,Fuel_Efficiency_mean,Fuel_Efficiency_std,Fuel_Efficiency_min,Fuel_Efficiency_max,Fuel_Efficiency_slope,Fuel_Efficiency_range,Vibration_X_mean,Vibration_X_std,Vibration_X_min,Vibration_X_max,Vibration_X_slope,Vibration_X_range,Vibration_Y_mean,Vibration_Y_std,Vibration_Y_min,Vibration_Y_max,Vibration_Y_slope,Vibration_Y_range,Vibration_Z_mean,Vibration_Z_std,Vibration_Z_min,Vibration_Z_max,Vibration_Z_slope,Vibration_Z_range,Power_Output_kW_mean,Power_Output_kW_std,Power_Output_kW_min,Power_Output_kW_max,Power_Output_kW_slope,Power_Output_kW_range,vibration_magnitude,power_efficiency,thermal_load_per_rpm,window_label,fault_severity,operational_mode,window_end
94.32471674982322,17.391077679938775,60.92809085420327,118.07581400539276,-0.5627505261478682,57.14772315118949,2384.42906730937,856.598113690359,1128.4392882204804,3882.4367880105983,-3.4974391581054998,2753.997499790118,24.662996654291614,3.8470496858366383,15.731312156149205,29.865548449078418,0.12952962644938457,14.134236292929213,0.5033990193218832,0.29640322349677956,0.026801868211462,0.9862060047889584,-0.001443672185070702,0.9594041365774963,0.5116491465551518,0.2842562786618493,0.0007405368145717,0.9943149045013966,0.005592309943382373,0.9935743676868249,0.4984848799854552,0.2992733992352127,0.0038611242033054,0.995647741365113,0.0012041986605979208,0.9917866171618076,55.24992374695698,20.02681991250122,23.259810470455456,87.59956993067891,-0.15290745310360568,64.33975946022346,0.8738893507755788,55249923746.95698,0.039558617214921314,1,3,Cruising,2024-12-24 17:05:00
89.7205484852091,17.1770318133949,60.92809085420327,117.06125598364498,-0.6223194431918393,56.133165129441714,2348.968593222607,845.5187227220923,1128.4392882204804,3882.4367880105983,-12.365263194747463,2753.997499790118,25.009005222311103,3.999111788710579,15.731312156149205,29.865548449078418,-0.043561257636602416,14.134236292929213,0.4375474584500351,0.30417905737769346,0.0023273839376427,0.9690647410216704,-0.0004250946015151166,0.9667373570840277,0.5543006436330421,0.28176587289519084,0.0007405368145717,0.9943149045013966,0.003998595105903841,0.9935743676868249,0.48048228531796777,0.30323340784074726,0.0038611242033054,0.995647741365113,-0.003770674361335145,0.9917866171618076,51.7569377528452,19.555680847306327,22.69690672700949,87.59956993067891,-0.24834062270797333,64.90266320366942,0.8541429672089251,51756937752.84519,0.03819572077041664,1,3,Cruising,2024-12-24 18:10:00
89.50734836604822,16.929898650220128,60.92809085420327,117.06125598364498,-0.3543852294237309,56.133165129441714,2443.1792750897644,886.4147843319394,1066.2411707298909,3882.4367880105983,-7.5101077470117605,2816.1956172807077,25.249231228135855,3.71017490689178,15.908354881553285,29.956265586153638,-0.09950318303590076,14.047910704600353,0.4615076075310648,0.30990631575526056,0.0023273839376427,0.9690647410216704,0.0027698215556829853,0.9667373570840277,0.5627965670405085,0.28623049421280355,0.0007405368145717,0.9943149045013966,0.0033789002620477977,0.9935743676868249,0.46932991011583197,0.29170895160024285,0.0038611242033054,0.995647741365113,-0.004537206210326737,0.9917866171618076,52.72016706468965,20.661273326048956,22.69690672700949,96.64984110553922,-0.11005105541163522,73.95293437852973,0.8660252953643812,52720167064.689644,0.03663560397660939,1,3,Cruising,2024-12-24 19:05:00
89.63618566160494,16.286282434981175,63.21626047640668,115.09250272294932,0.023340016399954096,51.87624224654264,2422.6562202785517,882.5417381310028,1066.2411707298909,3882.4367880105983,3.2848345300922355,2816.1956172807077,24.687930550136173,3.8375837243599222,15.908354881553285,29.956265586153638,-0.02265383328210432,14.047910704600353,0.4983245135140084,0.3158294741987383,0.0023273839376427,0.9690647410216704,-0.0025114757992773795,0.9667373570840277,0.5494699267026134,0.28511933434406045,0.0436565043854962,0.9943149045013966,-0.00434168038273253,0.9506584001159004,0.4452703580111726,0.2814545659540539,0.0038611242033054,0.995647741365113,-0.009628817220506477,0.9917866171618076,53.43647272688943,21.103674347164638,22.69690672700949,96.64984110553922,-0.40670061753657294,73.95293437852973,0.8651648472071356,53436472726.88943,0.03699913545773274,1,3,Cruising,2024-12-24 20:00:00
86.51061095727606,16.984292975165296,63.21626047640668,115.25324653533988,-0.06202918095721444,52.0369860589332,2349.881981664263,830.540387606273,1066.2411707298909,3882.4367880105983,24.035345018015427,2816.1956172807077,23.603776654678068,4.200460730989177,15.322135622005671,29.956265586153638,-0.1462221509729515,14.634129964147967,0.49587839287818347,0.2859175597171108,0.0023273839376427,0.9554046029372868,0.003933262314996043,0.9530772189996441,0.5775147744465419,0.27946224287953414,0.0436565043854962,0.9943149045013966,0.002389180233635159,0.9506584001159004,0.3913693881317267,0.27085611411768035,0.0038611242033054,0.9005600970300607,-0.00203566383556406,0.8966989728267553,48.905336196406324,20.837354819868832,21.56356428482266,96.64984110553922,-0.16208333707443207,75.08627682071656,0.8559139519800413,48905336196.40632,0.03681487480320455,1,3,Cruising,2024-12-24 21:10:00
87.74212338141,18.369940961991396,63.21626047640668,116.45941933919993,0.097183814525756,53.243158862793244,2299.817842837947,777.5343011229775,1066.2411707298909,3862.215554656195,6.008154771932209,2795.9743839263037,22.993050935641058,4.070414023946472,15.322135622005671,29.956265586153638,-0.15341150256886796,14.634129964147967,0.4873210485047119,0.2893138536803082,0.0023273839376427,0.9554046029372868,0.00665335724471227,0.9530772189996441,0.5699155328067038,0.2802554342229335,0.0436565043854962,0.9909447381766254,0.005759179502271569,0.9472882337911293,0.45756587853823993,0.2782247136970304,0.0039028272456042,0.942717050805992,0.0026988272663019046,0.9388142235603878,50.79927472606533,20.821286450698874,21.56356428482266,96.64984110553922,0.19070532945698815,75.08627682071656,0.8784372783827836,50799274726.06532,0.03815177086944299,1,3,Cruising,2024-12-24 22:00:00
89.64998431769172,17.775701156205404,63.35873637704162,116.57238364961891,0.4344282805657955,53.21364727257729,2376.0692207554634,757.1387098117532,1066.2411707298909,3862.215554656195,1.35778671754951,2795.9743839263037,23.007336762290482,4.197843492482896,15.322135622005671,29.956265586153638,-0.025695898323342445,14.634129964147967,0.5151770807518907,0.29171934794114823,0.0023273839376427,0.9554046029372868,0.009877512201348299,0.9530772189996441,0.5260974604280935,0.30356977476085567,0.0170420729707456,0.9909447381766254,-0.008209523228706467,0.9739026652058799,0.41951031330823213,0.2843348079767311,0.0039028272456042,0.942717050805992,0.0021413818341594025,0.9388142235603878,51.77278504686685,20.27073398326146,21.56356428482266,96.64984110553922,0.5341034321207611,75.08627682071656,0.8474519841105457,51772785046.866844,0.03773037567027942,1,3,Cruising,2024-12-24 23:15:00
91.07439269447023,18.470387761981684,63.35873637704162,116.57238364961891,-0.0637021564725585,53.21364727257729,2307.8547995148624,862.7832707055812,1066.2411707298909,3862.215554656195,-27.235659224508204,2795.9743839263037,23.318598008471575,4.082785924302781,15.322135622005671,29.956265586153638,0.0074631278664783855,14.634129964147967,0.5335837970397923,0.28320142744148313,0.0142242026360859,0.9554046029372868,-0.0034715739064604,0.9411804003012009,0.4834542796451406,0.3048691651500287,0.0170420729707456,0.9909447381766254,-0.007007971177168897,0.9739026652058799,0.423536051475415,0.2855997572671042,0.0039028272456042,0.942717050805992,-0.0001794739784873032,0.9388142235603878,58.49050144272176,22.407849567179188,21.56356428482266,96.64984110553922,1.0734770677920396,75.08627682071656,0.8353577053394489,58490501442.721756,0.0394627914692099,1,3,Cruising,2024-12-25 00:15:00
89.65759954527054,19.540866759943675,63.35873637704162,116.57238364961891,-0.11548934079771866,53.21364727257729,2344.6381369853775,826.6001882353316,1106.4060622506277,3761.831985917309,1.3892966327689757,2655.4259236666812,22.714817034961722,4.338298099641234,15.322135622005671,29.78604584689744,0.018022898307865683,14.46391022489177,0.5312524463204185,0.2801445190341002,0.0142242026360859,0.9837029120913364,-0.0012843355665071493,0.9694787094552505,0.44204642252042475,0.3091452044094289,0.014162063533137,0.9909447381766254,-0.008914571854178922,0.9767826746434884,0.4640087607922227,0.30275685805762437,0.0039028272456042,0.9790304736515548,0.008885725821230378,0.9751276464059506,60.299197519039375,22.635074033831753,21.56356428482266,97.37175060322048,1.2145553204805932,75.80818631839782,0.8324291750512287,60299197519.03937,0.038239418753355243,1,3,Cruising,2024-12-25 01:05:00
88.36433443304857,19.383176811020885,63.35873637704162,116.57238364961891,0.014845926164377589,53.21364727257729,2411.4794358010545,836.9876165539351,1106.4060622506277,3866.510270236725,19.672348116788022,2760.104207986097,22.814163757516482,4.264137614047856,15.322135622005671,29.78604584689744,0.15481862090842116,14.46391022489177,0.5286731864879655,0.2733222663579873,0.055917039900154,0.9837029120913364,-0.0031304265486456553,0.9277858721911825,0.4589477221369691,0.3043162991605601,0.014162063533137,0.9909447381766254,-0.009910225617347602,0.9767826746434884,0.5132656695119079,0.3134334052104239,0.0039028272456042,0.9790304736515548,0.006871082205490391,0.9751276464059506,64.96309986891578,22.596858496009762,21.56356428482266,97.37175060322048,1.2686449770548414,75.80818631839782,0.8680840957335636,64963099868.91577,0.036643204632468854,1,3,Cruising,2024-12-25 01:55:00
