s2_mean,s2_std,s2_min,s2_max,s2_slope,s2_range,s3_mean,s3_std,s3_min,s3_max,s3_slope,s3_range,s4_mean,s4_std,s4_min,s4_max,s4_slope,s4_range,s7_mean,s7_std,s7_min,s7_max,s7_slope,s7_range,s8_mean,s8_std,s8_min,s8_max,s8_slope,s8_range,s9_mean,s9_std,s9_min,s9_max,s9_slope,s9_range,s11_mean,s11_std,s11_min,s11_max,s11_slope,s11_range,s12_mean,s12_std,s12_min,s12_max,s12_slope,s12_range,s13_mean,s13_std,s13_min,s13_max,s13_slope,s13_range,s14_mean,s14_std,s14_min,s14_max,s14_slope,s14_range,s15_mean,s15_std,s15_min,s15_max,s15_slope,s15_range,s17_mean,s17_std,s17_min,s17_max,s17_slope,s17_range,s20_mean,s20_std,s20_min,s20_max,s20_slope,s20_range,s21_mean,s21_std,s21_min,s21_max,s21_slope,s21_range,thermal_efficiency,speed_ratio,fuel_thermal_index,rul,engine_id,cycle_end
642.3283333333333,0.3229766073400503,641.71,643.07,0.005724137931034107,1.3600000000000136,1587.5583333333332,4.045193924756749,1581.11,1594.1,0.07854727474972031,12.990000000000009,1400.1073333333331,2.8505776412665904,1394.75,1406.22,-0.11405561735261412,11.470000000000027,554.1056666666667,0.36827239314880095,553.44,554.81,-0.0001446051167968401,1.3699999999998909,2388.0623333333338,0.03293259108474955,2388.0,2388.12,0.00040711902113680347,0.11999999999989086,9049.641666666665,4.381705971675998,9040.8,9061.21,-0.007548387096774663,20.409999999999854,47.282666666666664,0.11451152295244707,47.03,47.49,0.0013570634037818996,0.46000000000000085,522.062,0.36595445982618263,521.4,522.86,0.004338153503893695,1.4600000000000364,2388.0466666666666,0.029021065146213897,2388.0,2388.13,0.0005027808676280178,0.13000000000010914,8132.631333333332,3.5591485248893706,8125.69,8140.58,-0.02146384872079614,14.890000000000327,8.41161,0.018717734015277297,8.3682,8.4542,0.00011530589543937707,0.0860000000000003,391.93333333333334,0.9637888196533974,390.0,394.0,0.01067853170189099,4.0,38.97266666666667,0.08302342373624998,38.8,39.18,-0.0009343715239154906,0.38000000000000256,23.38546,0.05180962330172509,23.2757,23.4787,-0.00011434927697445302,0.2029999999999994,2.1797377768898043,3.7895332715352055,204613.49986666668,162,1,30
642.3616666666666,0.3215181004063247,641.71,643.07,0.003143492769744817,1.3600000000000136,1587.5676666666666,4.053069358180566,1581.11,1594.1,0.055726362625139046,12.990000000000009,1399.678666666667,2.5550717319785035,1394.75,1405.23,0.02227363737486093,10.480000000000018,554.155,0.396289035932095,553.44,554.96,0.011846496106784557,1.5199999999999818,2388.0583333333334,0.03256617195119909,2388.0,2388.12,0.00018020022246727379,0.11999999999989086,9049.684000000001,4.503682641276232,9040.8,9061.21,-0.02950834260289683,20.409999999999854,47.28533333333334,0.1071986732919557,47.03,47.47,0.005165739710789764,0.4399999999999977,521.9893333333334,0.32419061608189687,521.4,522.57,0.0058909899888772415,1.1700000000000728,2388.0489999999995,0.0302599845780682,2388.0,2388.13,0.0009232480533901495,0.13000000000010914,8132.138333333334,4.046928945371936,8125.28,8140.58,0.0156952169076722,15.300000000000182,8.411999999999999,0.018845636099638664,8.3728,8.4542,0.00035328142380422435,0.08140000000000036,391.93333333333334,0.891939210683977,390.0,394.0,0.0,4.0,38.970666666666666,0.09287745809518198,38.8,39.18,-0.0019755283648498004,0.38000000000000256,23.38367,0.05752022340012238,23.2757,23.4999,0.00011397107897660349,0.22419999999999973,2.1789573371179793,3.789557346100563,204585.01937777782,157,1,35
642.3530000000002,0.31563850631168683,641.79,643.07,-0.009243604004448973,1.2800000000000864,1586.6926666666666,4.282806660227491,1579.11,1594.1,-0.03840266963292636,14.990000000000009,1400.1463333333334,2.5706373831319675,1394.75,1405.54,0.016807563959954735,10.789999999999964,554.2303333333333,0.38656162366288255,553.44,554.96,0.016932146829811232,1.5199999999999818,2388.061666666667,0.03131382371340413,2388.01,2388.12,-0.0013058954393799951,0.10999999999967258,9050.091999999999,4.189883371487384,9043.76,9061.21,0.03958620689654414,17.44999999999891,47.29133333333333,0.09762968583149022,47.12,47.47,0.001681868743047841,0.3500000000000014,522.0243333333334,0.3196944722004984,521.4,522.57,0.012794215795329024,1.1700000000000728,2388.049666666667,0.031035821597317766,2388.0,2388.13,0.00037597330367126325,0.13000000000010914,8132.557333333333,3.9016073041191133,8125.28,8140.58,-0.03493659621802993,15.300000000000182,8.41299333333333,0.01815670552593618,8.3753,8.4542,-9.837597330367463e-05,0.07890000000000086,391.96666666666664,0.8359957469322966,390.0,394.0,-0.005116796440489432,4.0,38.95066666666666,0.1055440929448711,38.7,39.18,-0.0027853170189098436,0.4799999999999969,23.38896,0.05734916215604194,23.2757,23.4999,0.0009829143492769757,0.22419999999999973,2.1797147881824057,3.789722906373857,204616.13785555557,152,1,40
642.3206666666666,0.29584830948008756,641.79,643.04,-0.009196885428254,1.25,1587.117,4.119289704143991,1579.11,1594.1,-0.10530144605116641,14.990000000000009,1400.4160000000002,2.8183276365012397,1394.75,1406.05,0.08630923248053611,11.299999999999955,554.187,0.36631634780154737,553.49,554.96,0.0036151279199114162,1.4700000000000273,2388.0559999999996,0.027760883751508703,2388.01,2388.12,-0.00028031145717772205,0.10999999999967258,9050.94966666667,4.853185540332055,9043.76,9061.21,0.11913014460511837,17.44999999999891,47.303,0.10810951237826685,47.09,47.49,0.003592880978865491,0.3999999999999986,522.0859999999999,0.30816229490318386,521.49,522.74,0.00985539488320418,1.25,2388.050666666667,0.02976948474900696,2388.0,2388.13,-0.0002936596218005211,0.13000000000010914,8132.258000000001,3.739332739050295,8125.28,8140.17,-0.05333926585094372,14.890000000000327,8.413933333333333,0.01770230367933964,8.3753,8.4542,-2.7052280311442736e-05,0.07890000000000086,392.0,0.7745966692414834,390.0,394.0,0.0035595105672969964,4.0,38.946333333333335,0.1065984156646913,38.7,39.13,0.0007452725250278659,0.4299999999999997,23.393986666666663,0.05513452477551815,23.2841,23.4999,0.0007034482758621161,0.21580000000000155,2.1802443431681584,3.7900910475577922,204657.71199999997,147,1,45
642.2996666666666,0.2607742744639973,641.89,642.77,-0.005417130144605577,0.8799999999999955,1587.0273333333332,4.126356692720055,1579.11,1594.1,-0.15251167964404883,14.990000000000009,1400.3676666666668,2.6168412043700395,1394.75,1406.05,0.13155283648498406,11.299999999999955,554.1663333333332,0.35281235176160763,553.49,554.96,-0.0007675194660739055,1.4700000000000273,2388.0586666666663,0.027896634603844287,2388.01,2388.12,-0.00022246941045859145,0.10999999999967258,9051.057,5.096761815113451,9043.76,9061.21,0.11541490545050358,17.44999999999891,47.31366666666668,0.10747040936410736,47.09,47.49,0.0011679644048943902,0.3999999999999986,522.0983333333334,0.3148447589244885,521.37,522.74,-0.006289210233592016,1.3700000000000045,2388.0536666666667,0.02983100549575306,2388.0,2388.13,-5.116796440368436e-05,0.13000000000010914,8131.682666666666,3.8399825809789894,8125.28,8140.17,-0.08829365962180162,14.890000000000327,8.412453333333334,0.0162314249391592,8.3753,8.443,0.00018602892102337465,0.06770000000000032,392.06666666666666,0.7717224601860152,390.0,394.0,0.0008898776418242491,4.0,38.95533333333333,0.1020043572054104,38.7,39.13,-0.0009343715239154336,0.4299999999999997,23.398426666666673,0.0557592140866025,23.2841,23.4999,0.0012699443826474273,0.21580000000000155,2.1802403758577906,3.790131761140431,204697.35322222224,142,1,50
642.319,0.26738673614573233,641.89,642.81,0.009555061179086595,0.9199999999999591,1586.1789999999996,4.0317426753204435,1579.11,1593.52,-0.07017352614015655,14.410000000000082,1400.6803333333335,2.525063013515148,1395.57,1406.05,0.05092547274749749,10.480000000000018,554.1713333333333,0.3875111467930862,553.04,554.96,-0.02080088987764177,1.9200000000000728,2388.0536666666662,0.02373230334840463,2388.01,2388.12,-0.0003715239154640682,0.10999999999967258,9051.254333333334,4.66567800241529,9044.56,9060.38,0.12950166852059108,15.819999999999709,47.30766666666667,0.1155186372649692,47.07,47.49,-0.0014349276974415565,0.4200000000000017,522.0946666666667,0.28770046151432543,521.37,522.74,-0.004907675194660292,1.3700000000000045,2388.0553333333332,0.028952067667468724,2388.0,2388.13,-0.0005294771968838338,0.13000000000010914,8131.775666666666,3.7246437711842995,8125.28,8140.17,-0.019312569521690248,14.890000000000327,8.417753333333334,0.01816762199323003,8.3753,8.4539,0.00037806451612905096,0.07860000000000156,392.03333333333336,0.7951240294584374,390.0,394.0,0.0028921023359288096,4.0,38.954,0.10111379727811665,38.7,39.13,0.0006674082313682057,0.4299999999999997,23.389393333333334,0.06087716010313091,23.2348,23.4999,-0.0010362180200222276,0.26510000000000034,2.180661530070469,3.790222330291015,204678.51248888893,137,1,55
642.3233333333335,0.2685185696040827,641.89,642.81,0.0032925472747496105,0.9199999999999591,1586.1519999999998,4.2483513665107075,1579.11,1596.72,0.05791323692992076,17.610000000000127,1401.1473333333336,2.3372746712547103,1395.57,1406.05,0.0075639599555042455,10.480000000000018,554.1273333333334,0.40666065569329046,553.04,554.96,-0.019581757508342776,1.9200000000000728,2388.0520000000006,0.02181742422923769,2388.01,2388.09,0.00021357063404035706,0.07999999999992724,9051.397666666666,4.728542187844179,9042.42,9060.38,-0.04230255839820964,17.959999999999127,47.30100000000001,0.11355908887740639,47.07,47.49,-0.0006028921023359954,0.4200000000000017,522.0503333333334,0.3260826411952766,521.32,522.74,0.000505005561736092,1.419999999999959,2388.0513333333333,0.024729649321305922,2388.0,2388.09,-0.0004360400444961159,0.09000000000014552,8131.7986666666675,3.587441737815657,8125.28,8140.17,0.04200222469411027,14.890000000000327,8.418003333333333,0.019682928022922815,8.3753,8.4539,0.00042120133481648607,0.07860000000000156,391.96666666666664,0.6046119049072353,390.0,393.0,-0.005116796440489432,3.0,38.93466666666667,0.11050590733329893,38.68,39.13,-0.0015439377085650922,0.45000000000000284,23.386103333333335,0.060802688993899734,23.2348,23.4999,-0.0018639599555061034,0.26510000000000034,2.181373866744163,3.7902849965857794,204626.32898888888,132,1,60
642.3013333333331,0.2586469064617272,641.89,642.81,0.004992213570634859,0.9199999999999591,1585.8546666666666,4.218945945243785,1579.11,1596.72,0.07220912124582984,17.610000000000127,1401.1680000000001,2.5827071068938317,1395.38,1406.05,-0.030505005561737412,10.669999999999845,554.0463333333333,0.38248732731368146,553.04,554.7,-0.011112347052280244,1.6600000000000819,2388.057666666667,0.025907956735727527,2388.01,2388.11,0.0007274749721925336,0.09999999999990905,9051.155666666666,4.6972564214537185,9042.42,9060.38,-0.18465628476084148,17.959999999999127,47.314,0.12539537471533824,47.07,47.56,0.004725250278086733,0.490000000000002,522.0576666666667,0.34573287697617755,521.32,522.74,-0.012509454949943955,1.419999999999959,2388.053333333333,0.02924988129129429,2388.0,2388.13,0.0006540600667394189,0.13000000000010914,8131.784666666668,2.894387365613248,8126.21,8138.08,-0.010460511679648597,11.86999999999989,8.41927,0.018180230104887823,8.3784,8.4539,0.0004519466073414928,0.07550000000000168,391.96666666666664,0.7520342781785652,390.0,394.0,-0.014460511679644046,4.0,38.927666666666674,0.10525155052961895,38.68,39.13,-0.002066740823136858,0.45000000000000284,23.380299999999995,0.05831543534948535,23.2348,23.4873,-0.003014193548387101,0.2525000000000013,2.1814807587715848,3.790174664961328,204629.2034111111,127,1,65
642.3443333333333,0.23669506871828722,641.89,642.81,0.0015906562847622819,0.9199999999999591,1586.5139999999997,4.0430364826452045,1579.82,1596.72,-0.0046095661846492116,16.90000000000009,1401.3206666666663,2.523924105215692,1395.38,1406.05,0.007110122358173988,10.669999999999845,554.0,0.34058772731853293,553.04,554.65,0.010518353726362163,1.6100000000000136,2388.0643333333337,0.026417586734736986,2388.01,2388.11,0.0012035595105691866,0.09999999999990905,9051.338333333335,4.668914280167807,9042.42,9060.38,-0.10874972191322275,17.959999999999127,47.329000000000015,0.12610445405826612,47.07,47.56,0.0033437152391545292,0.490000000000002,522.03,0.35666043608265613,521.32,522.74,-0.005873192436040368,1.419999999999959,2388.06,0.031091263510272645,2388.0,2388.13,0.0012369299221322543,0.13000000000010914,8131.464333333334,2.8899315831962253,8126.21,8138.08,0.0032235817575008074,11.86999999999989,8.419866666666667,0.018118339389199625,8.3878,8.4539,-1.6952169076762624e-05,0.06610000000000049,391.96666666666664,0.7951240294584373,390.0,394.0,-0.0117908787541713,4.0,38.937,0.09252567211320362,38.68,39.13,-0.0029432703003337093,0.45000000000000284,23.368949999999998,0.0589934784531308,23.2348,23.4873,-0.002162024471635187,0.2525000000000013,2.181572396528756,3.7902405755958837,204618.35899999997,122,1,70
642.3646666666666,0.25494748914672744,641.89,642.96,-0.0017219132369287098,1.07000000000005,1585.9080000000001,4.291663546924445,1579.25,1596.72,-0.03759288097886339,17.470000000000027,1401.0916666666665,2.863295401378541,1394.82,1406.81,0.021541713014459635,11.990000000000009,554.0003333333333,0.340621817008578,553.04,554.65,0.001016685205783811,1.6100000000000136,2388.0636666666674,0.02651833747090047,2388.01,2388.11,0.0007052280311505896,0.09999999999990905,9050.244999999999,4.426427265112779,9042.32,9060.38,-0.11129922135706277,18.05999999999949,47.324333333333335,0.12175613149059694,47.07,47.58,0.00439822024471634,0.509999999999998,521.986,0.3299151406043751,521.32,522.64,-0.0004938820912130966,1.3199999999999363,2388.0646666666667,0.03499841266242585,2387.97,2388.13,0.0009165739710782441,0.16000000000030923,8131.629000000001,2.566524693043024,8126.21,8135.48,0.016433815350391928,9.269999999999527,8.420206666666665,0.01995177407873521,8.3878,8.4621,-5.392658509456372e-05,0.07429999999999914,391.8333333333333,0.8198915917499231,390.0,394.0,-0.018020022246941044,4.0,38.916666666666664,0.08591985930052654,38.68,39.06,-0.0021935483870967804,0.38000000000000256,23.363096666666664,0.05417713221974348,23.2348,23.4873,-0.0010150166852057896,0.2525000000000013,2.181146845976377,3.789783801129812,204531.51433333333,117,1,75
